EXERCICI_COMPTAB,AREA,SERVEI,PROGRAMA,CAPITOL,PARTIDA,DESCRIPCIO_PARTIDA,PRESSUPOST_DEFINITIU,LIQUIDACIO
2017,"3-Serveis a les Persones, Cohe",3313-Serveis Socials,2-ACTUACIONES DE PROTECCIÓN Y ,4-TRASFERÈNCIES CORRENTS,17   3313 23103   48968,CONVENI MARC CREU ROJA PROJ.SU,,17975
2017,"3-Serveis a les Persones, Cohe",3313-Serveis Socials,2-ACTUACIONES DE PROTECCIÓN Y ,4-TRASFERÈNCIES CORRENTS,17   3313 23103   48969,CONVENI MARC CARITAS PROJ.SUPO,,16500
2017,"3-Serveis a les Persones, Cohe",3313-Serveis Socials,2-ACTUACIONES DE PROTECCIÓN Y ,4-TRASFERÈNCIES CORRENTS,17   3313 23103   48970,CONVENI PRODIS TRANSPORT ADAPT,,42680
2017,"3-Serveis a les Persones, Cohe",3313-Serveis Socials,2-ACTUACIONES DE PROTECCIÓN Y ,4-TRASFERÈNCIES CORRENTS,17   3313 23104   48900,ALTR.TRANSF.SENSE FINALITAT LU,,12000
2012,"3-Serveis a les Persones, Cohe",3313-Serveis Socials,2-ACTUACIONES DE PROTECCIÓN Y ,6-INVERSIONS REALS,12   3313 23100   62200,INVERSIO NOVA EN EDIFICIS BENE,,121020.07
2012,"3-Serveis a les Persones, Cohe",3313-Serveis Socials,2-ACTUACIONES DE PROTECCIÓN Y ,6-INVERSIONS REALS,12   3313 23100   62300,REPOSICIÓ INST.TÈCNIQUES BENES,,61618.41
2012,"3-Serveis a les Persones, Cohe",3313-Serveis Socials,2-ACTUACIONES DE PROTECCIÓN Y ,6-INVERSIONS REALS,12   3313 23104   62501,INVERSIO NOVA MOBILIARI PROJ. ,,4836.52
2012,"3-Serveis a les Persones, Cohe",3313-Serveis Socials,2-ACTUACIONES DE PROTECCIÓN Y ,6-INVERSIONS REALS,12   3313 23104   62600,INVERSIÓ EQ.PROC.INF. PROJ. SU,,2891
2012,"3-Serveis a les Persones, Cohe",3313-Serveis Socials,2-ACTUACIONES DE PROTECCIÓN Y ,6-INVERSIONS REALS,12   3313 23104   63200,REPOSICIÓ EDIFICIS PR. SUPORT ,,59220.07
2013,"3-Serveis a les Persones, Cohe",3313-Serveis Socials,2-ACTUACIONES DE PROTECCIÓN Y ,6-INVERSIONS REALS,13   3313 23100   62300,INVERSIÓ NOVA INSTAL.LACIÓ BEN,,477564.02
2013,"3-Serveis a les Persones, Cohe",3313-Serveis Socials,2-ACTUACIONES DE PROTECCIÓN Y ,6-INVERSIONS REALS,13   3313 23103   62501,INV. NOVA MOBILIARI SERV.BASIC,,7295.03
2013,"3-Serveis a les Persones, Cohe",3313-Serveis Socials,2-ACTUACIONES DE PROTECCIÓN Y ,6-INVERSIONS REALS,13   3313 23103   62600,INV. EQUIPS PROC. INFORM. S. B,,2879.8
2013,"3-Serveis a les Persones, Cohe",3313-Serveis Socials,2-ACTUACIONES DE PROTECCIÓN Y ,6-INVERSIONS REALS,13   3313 23104   62501,INV. NOVA MOBILIARI PROJ. SUPO,,4845.81
2014,"3-Serveis a les Persones, Cohe",3313-Serveis Socials,2-ACTUACIONES DE PROTECCIÓN Y ,6-INVERSIONS REALS,14   3313 23103   62501,INV. NOVA MOBILIARI SERV.BASIC,,1103.52
2016,"3-Serveis a les Persones, Cohe",3313-Serveis Socials,2-ACTUACIONES DE PROTECCIÓN Y ,6-INVERSIONS REALS,16   3313 23102   62600,INVERSIO EQUIPS PROC D INFORMA,,8675.7
2016,"3-Serveis a les Persones, Cohe",3313-Serveis Socials,2-ACTUACIONES DE PROTECCIÓN Y ,6-INVERSIONS REALS,16   3313 23103   62301,INVERSIÓ NOVA MAQUINÀRIA PROJ ,,598.95
2013,"3-Serveis a les Persones, Cohe",3313-Serveis Socials,2-ACTUACIONES DE PROTECCIÓN Y ,7-TRANSFERÈNCIES DE CAPITAL,13   3313 23104   78900,APORT. CAPITAL PROJECTES SUPOR,,20000
2014,"3-Serveis a les Persones, Cohe",3313-Serveis Socials,2-ACTUACIONES DE PROTECCIÓN Y ,7-TRANSFERÈNCIES DE CAPITAL,14   3313 23104   78900,APORT. CAPITAL PROJECTES SUPOR,,34613.98
2014,"3-Serveis a les Persones, Cohe",3314-Polítiques socials d habi,2-ACTUACIONES DE PROTECCIÓN Y ,1-DESPESES DE PERSONAL,14   3314 23200   120,RETIBUCIONS BASIQUES POL. SOCI,,80124.02
2014,"3-Serveis a les Persones, Cohe",3314-Polítiques socials d habi,2-ACTUACIONES DE PROTECCIÓN Y ,1-DESPESES DE PERSONAL,14   3314 23200   121,RETIBUCIONS COMPLEMENTARIES PO,,107292.73
2014,"3-Serveis a les Persones, Cohe",3314-Polítiques socials d habi,2-ACTUACIONES DE PROTECCIÓN Y ,1-DESPESES DE PERSONAL,14   3314 23200   150,PRODUCTIVITAT POL. SOCIALS HAB,,25539.67
2014,"3-Serveis a les Persones, Cohe",3314-Polítiques socials d habi,2-ACTUACIONES DE PROTECCIÓN Y ,1-DESPESES DE PERSONAL,14   3314 23200   160,QUOTES SOCIALS POL. SOCIALS HA,,57094.43
2015,"3-Serveis a les Persones, Cohe",3314-Polítiques socials d habi,2-ACTUACIONES DE PROTECCIÓN Y ,1-DESPESES DE PERSONAL,15   3314 23109   12000,RETRIB.BASIQ.FUNC.SOUS GRUP A1,,5764.39
2015,"3-Serveis a les Persones, Cohe",3314-Polítiques socials d habi,2-ACTUACIONES DE PROTECCIÓN Y ,1-DESPESES DE PERSONAL,15   3314 23109   12001,RETRIB.BASIQ.FUNC.SOUS GRUP A2,,28891.24
2015,"3-Serveis a les Persones, Cohe",3314-Polítiques socials d habi,2-ACTUACIONES DE PROTECCIÓN Y ,1-DESPESES DE PERSONAL,15   3314 23109   12003,RETRIB.BASIQ.FUNC.SOUS GRUP C1,,49560.6
2015,"3-Serveis a les Persones, Cohe",3314-Polítiques socials d habi,2-ACTUACIONES DE PROTECCIÓN Y ,1-DESPESES DE PERSONAL,15   3314 23109   12006,RETRIB.BASIQ.FUNC.TRIENNIS POL,,19097.45
2015,"3-Serveis a les Persones, Cohe",3314-Polítiques socials d habi,2-ACTUACIONES DE PROTECCIÓN Y ,1-DESPESES DE PERSONAL,15   3314 23109   12100,RETRIB.COMPL.DESTI.P.FUNCI. PO,,42556.34
2015,"3-Serveis a les Persones, Cohe",3314-Polítiques socials d habi,2-ACTUACIONES DE PROTECCIÓN Y ,1-DESPESES DE PERSONAL,15   3314 23109   12101,COMPLEMENT ESPECIFIC POL.SOC.H,,75079.5
2015,"3-Serveis a les Persones, Cohe",3314-Polítiques socials d habi,2-ACTUACIONES DE PROTECCIÓN Y ,1-DESPESES DE PERSONAL,15   3314 23109   12103,RETRIB. ALTRES COMPLEMENTS POL,,22306.33
2015,"3-Serveis a les Persones, Cohe",3314-Polítiques socials d habi,2-ACTUACIONES DE PROTECCIÓN Y ,1-DESPESES DE PERSONAL,15   3314 23109   15000,PRODUCTIVITAT POL.SOC.HABITATG,,32505.85
2015,"3-Serveis a les Persones, Cohe",3314-Polítiques socials d habi,2-ACTUACIONES DE PROTECCIÓN Y ,1-DESPESES DE PERSONAL,15   3314 23109   16000,QUOTES SEGURETAT SOCIAL POL.SO,,69178.16
2016,"3-Serveis a les Persones, Cohe",3314-Polítiques socials d habi,2-ACTUACIONES DE PROTECCIÓN Y ,1-DESPESES DE PERSONAL,16   3314 23109   12000,RETRIB.BASIQ.FUNC.SOUS GRUP A1,,15360.72
2016,"3-Serveis a les Persones, Cohe",3314-Polítiques socials d habi,2-ACTUACIONES DE PROTECCIÓN Y ,1-DESPESES DE PERSONAL,16   3314 23109   12001,RETRIB.BASIQ.FUNC.SOUS GRUP A2,,37793.16
2016,"3-Serveis a les Persones, Cohe",3314-Polítiques socials d habi,2-ACTUACIONES DE PROTECCIÓN Y ,1-DESPESES DE PERSONAL,16   3314 23109   12003,RETRIB.BASIQ.FUNC.SOUS GRUP C1,,46940.35
2016,"3-Serveis a les Persones, Cohe",3314-Polítiques socials d habi,2-ACTUACIONES DE PROTECCIÓN Y ,1-DESPESES DE PERSONAL,16   3314 23109   12004,RETRIB.BASIQ.FUNC.SOUS GRUP C2,,4326.29
2016,"3-Serveis a les Persones, Cohe",3314-Polítiques socials d habi,2-ACTUACIONES DE PROTECCIÓN Y ,1-DESPESES DE PERSONAL,16   3314 23109   12006,RETRIB.BASIQ.FUNC.TRIENNIS POL,,18638.15
2016,"3-Serveis a les Persones, Cohe",3314-Polítiques socials d habi,2-ACTUACIONES DE PROTECCIÓN Y ,1-DESPESES DE PERSONAL,16   3314 23109   12100,RETRIB.COMPL.DESTI.P.FUNCI. PO,,57236.25
2016,"3-Serveis a les Persones, Cohe",3314-Polítiques socials d habi,2-ACTUACIONES DE PROTECCIÓN Y ,1-DESPESES DE PERSONAL,16   3314 23109   12101,COMPLEMENT ESPECIFIC POL.SOC.H,,96440.12
2016,"3-Serveis a les Persones, Cohe",3314-Polítiques socials d habi,2-ACTUACIONES DE PROTECCIÓN Y ,1-DESPESES DE PERSONAL,16   3314 23109   12103,RETRIB. ALTRES COMPLEMENTS POL,,34137.76
2016,"3-Serveis a les Persones, Cohe",3314-Polítiques socials d habi,2-ACTUACIONES DE PROTECCIÓN Y ,1-DESPESES DE PERSONAL,16   3314 23109   13000,RETRIB.BASIQ.PERS.LABORAL FIX ,,20550.63
2016,"3-Serveis a les Persones, Cohe",3314-Polítiques socials d habi,2-ACTUACIONES DE PROTECCIÓN Y ,1-DESPESES DE PERSONAL,16   3314 23109   13002,ALTRES REMUNER.PERS.LABORAL FI,,24624.95
2016,"3-Serveis a les Persones, Cohe",3314-Polítiques socials d habi,2-ACTUACIONES DE PROTECCIÓN Y ,1-DESPESES DE PERSONAL,16   3314 23109   15000,PRODUCTIVITAT POL.SOC.HABITATG,,48688.71
2016,"3-Serveis a les Persones, Cohe",3314-Polítiques socials d habi,2-ACTUACIONES DE PROTECCIÓN Y ,1-DESPESES DE PERSONAL,16   3314 23109   16000,QUOTES SEGURETAT SOCIAL POL.SO,,105462.88
2017,"3-Serveis a les Persones, Cohe",3314-Polítiques socials d habi,2-ACTUACIONES DE PROTECCIÓN Y ,1-DESPESES DE PERSONAL,17   3314 23109   12000,RETRIB.BASIQ.FUNC.SOUS GRUP A1,,43612.1
2017,"3-Serveis a les Persones, Cohe",3314-Polítiques socials d habi,2-ACTUACIONES DE PROTECCIÓN Y ,1-DESPESES DE PERSONAL,17   3314 23109   12001,RETRIB.BASIQ.FUNC.SOUS GRUP A2,,35179.63
2017,"3-Serveis a les Persones, Cohe",3314-Polítiques socials d habi,2-ACTUACIONES DE PROTECCIÓN Y ,1-DESPESES DE PERSONAL,17   3314 23109   12003,RETRIB.BASIQ.FUNC.SOUS GRUP C1,,38698.98
2017,"3-Serveis a les Persones, Cohe",3314-Polítiques socials d habi,2-ACTUACIONES DE PROTECCIÓN Y ,1-DESPESES DE PERSONAL,17   3314 23109   12004,RETRIB.BASIQ.FUNC.SOUS GRUP C2,,25509.99
2017,"3-Serveis a les Persones, Cohe",3314-Polítiques socials d habi,2-ACTUACIONES DE PROTECCIÓN Y ,1-DESPESES DE PERSONAL,17   3314 23109   12006,RETRIB.BASIQ.FUNC.TRIENNIS POL,,20143.19
2017,"3-Serveis a les Persones, Cohe",3314-Polítiques socials d habi,2-ACTUACIONES DE PROTECCIÓN Y ,1-DESPESES DE PERSONAL,17   3314 23109   12100,RETRIB.COMPL.DESTI.P.FUNCI. PO,,71359.34
2017,"3-Serveis a les Persones, Cohe",3314-Polítiques socials d habi,2-ACTUACIONES DE PROTECCIÓN Y ,1-DESPESES DE PERSONAL,17   3314 23109   12101,COMPLEMENT ESPECIFIC POL.SOC.H,,137923.46
2017,"3-Serveis a les Persones, Cohe",3314-Polítiques socials d habi,2-ACTUACIONES DE PROTECCIÓN Y ,1-DESPESES DE PERSONAL,17   3314 23109   12103,RETRIB. ALTRES COMPLEMENTS POL,,38704.26
2017,"3-Serveis a les Persones, Cohe",3314-Polítiques socials d habi,2-ACTUACIONES DE PROTECCIÓN Y ,1-DESPESES DE PERSONAL,17   3314 23109   13000,RETRIB.BASIQ.PERS.LABORAL FIX ,,19129.7
2017,"3-Serveis a les Persones, Cohe",3314-Polítiques socials d habi,2-ACTUACIONES DE PROTECCIÓN Y ,1-DESPESES DE PERSONAL,17   3314 23109   13002,ALTRES REMUNER.PERS.LABORAL FI,,23549.89
2017,"3-Serveis a les Persones, Cohe",3314-Polítiques socials d habi,2-ACTUACIONES DE PROTECCIÓN Y ,1-DESPESES DE PERSONAL,17   3314 23109   15000,PRODUCTIVITAT POL.SOC.HABITATG,,64017.68
2017,"3-Serveis a les Persones, Cohe",3314-Polítiques socials d habi,2-ACTUACIONES DE PROTECCIÓN Y ,1-DESPESES DE PERSONAL,17   3314 23109   16000,QUOTES SEGURETAT SOCIAL POL.SO,,146017.67
2014,"3-Serveis a les Persones, Cohe",3314-Polítiques socials d habi,2-ACTUACIONES DE PROTECCIÓN Y ,2-DESPESES EN BÉNS CORRENTS I ,14   3314 23200   22699,DESPESES DIVERSES POLÍTIQUES S,,121
2014,"3-Serveis a les Persones, Cohe",3314-Polítiques socials d habi,2-ACTUACIONES DE PROTECCIÓN Y ,2-DESPESES EN BÉNS CORRENTS I ,14   3314 23200   22799,ALTRES TREBALLS ALTRES EMPRESE,,72380.55
2015,"3-Serveis a les Persones, Cohe",3314-Polítiques socials d habi,2-ACTUACIONES DE PROTECCIÓN Y ,2-DESPESES EN BÉNS CORRENTS I ,15   3314 23109   22799,ALTRES TREBALLS ALTRES EMP.POL,,38400
2016,"3-Serveis a les Persones, Cohe",3314-Polítiques socials d habi,2-ACTUACIONES DE PROTECCIÓN Y ,2-DESPESES EN BÉNS CORRENTS I ,16   3314 23109   22602,PUBLICITAT I PROPAGANDA POL.SO,,3212.73
2016,"3-Serveis a les Persones, Cohe",3314-Polítiques socials d habi,2-ACTUACIONES DE PROTECCIÓN Y ,2-DESPESES EN BÉNS CORRENTS I ,16   3314 23109   22699,DESPESES DIVERSES POL.SOCIALS ,,17096.35
2016,"3-Serveis a les Persones, Cohe",3314-Polítiques socials d habi,2-ACTUACIONES DE PROTECCIÓN Y ,2-DESPESES EN BÉNS CORRENTS I ,16   3314 23109   22799,ALTRES TREBALLS ALTRES EMP.POL,,69234.23
2013,"3-Serveis a les Persones, Cohe",3412-Hospitals,3-PRODUCCIÓN DE BIENES PÚBLICO,4-TRASFERÈNCIES CORRENTS,13   3412 31205   48900,APORTACIÓ A LA FUNDACIÓ ST. LL,,46487
2017,"3-Serveis a les Persones, Cohe",3314-Polítiques socials d habi,2-ACTUACIONES DE PROTECCIÓN Y ,2-DESPESES EN BÉNS CORRENTS I ,17   3314 23109   22602,PUBLICITAT I PROPAGANDA POL.SO,,5554.51
2017,"3-Serveis a les Persones, Cohe",3314-Polítiques socials d habi,2-ACTUACIONES DE PROTECCIÓN Y ,2-DESPESES EN BÉNS CORRENTS I ,17   3314 23109   22699,DESPESES DIVERSES POL.SOCIALS ,,18.18
2017,"3-Serveis a les Persones, Cohe",3314-Polítiques socials d habi,2-ACTUACIONES DE PROTECCIÓN Y ,2-DESPESES EN BÉNS CORRENTS I ,17   3314 23109   22799,ALTRES TREBALLS ALTRES EMP.POL,,49407.27
2016,"3-Serveis a les Persones, Cohe",3314-Polítiques socials d habi,2-ACTUACIONES DE PROTECCIÓN Y ,4-TRASFERÈNCIES CORRENTS,16   3314 23110   44900,ALTRES SUBV.ENS PÚBLICS HABITA,,1524344.26
2017,"3-Serveis a les Persones, Cohe",3314-Polítiques socials d habi,2-ACTUACIONES DE PROTECCIÓN Y ,4-TRASFERÈNCIES CORRENTS,17   3314 23110   44900,ALTRES SUBV.ENS PÚBLICS HABITA,,340000
2016,"3-Serveis a les Persones, Cohe",3314-Polítiques socials d habi,2-ACTUACIONES DE PROTECCIÓN Y ,7-TRANSFERÈNCIES DE CAPITAL,16   3314 23110   74000,SUBVENCIÓ DE CAPITAL EMP.PÚB.M,,4235650
2016,"3-Serveis a les Persones, Cohe",3314-Polítiques socials d habi,2-ACTUACIONES DE PROTECCIÓN Y ,7-TRANSFERÈNCIES DE CAPITAL,16   3314 23110   74001,SUBVENCIÓ EXTRAORDINÀRIA S.M.H,,4386936.97
2017,"3-Serveis a les Persones, Cohe",3314-Polítiques socials d habi,2-ACTUACIONES DE PROTECCIÓN Y ,7-TRANSFERÈNCIES DE CAPITAL,17   3314 23110   74000,SUBVENCIÓ DE CAPITAL EMP.PÚB.M,,1913918.99
2017,"3-Serveis a les Persones, Cohe",3314-Polítiques socials d habi,2-ACTUACIONES DE PROTECCIÓN Y ,7-TRANSFERÈNCIES DE CAPITAL,17   3314 23110   74001,SUBV.CAPITAL HABITATGE AMORTIT,,758251.03
2016,"3-Serveis a les Persones, Cohe",3314-Polítiques socials d habi,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,16   3314 32706   12003,RETRIB.BASIQ.FUNC.SOUS GRUP C1,,40961.49
2016,"3-Serveis a les Persones, Cohe",3314-Polítiques socials d habi,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,16   3314 32706   12006,RETRIB.BASIQ.FUNC.TRIENNIS DIN,,888
2016,"3-Serveis a les Persones, Cohe",3314-Polítiques socials d habi,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,16   3314 32706   12100,RETRIB.COMPL.DESTI.P.FUNCI. DI,,13811.81
2016,"3-Serveis a les Persones, Cohe",3314-Polítiques socials d habi,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,16   3314 32706   12101,COMPLEMENT ESPECIFIC DINAMITZA,,41369.03
2016,"3-Serveis a les Persones, Cohe",3314-Polítiques socials d habi,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,16   3314 32706   12103,RETRIB. ALTRES COMPLEMENTS DIN,,2268.5
2016,"3-Serveis a les Persones, Cohe",3314-Polítiques socials d habi,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,16   3314 32706   15000,PRODUCTIVITAT DINAMITZACIÓ COM,,16802.97
2016,"3-Serveis a les Persones, Cohe",3314-Polítiques socials d habi,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,16   3314 32706   16000,QUOTES SEGURETAT SOCIAL DINAMI,,35622.44
2017,"3-Serveis a les Persones, Cohe",3314-Polítiques socials d habi,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   3314 32706   12001,RETRIB.BASIQ.FUNC.SOUS GRUP A2,,11209.51
2017,"3-Serveis a les Persones, Cohe",3314-Polítiques socials d habi,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   3314 32706   12003,RETRIB.BASIQ.FUNC.SOUS GRUP C1,,55496.3
2017,"3-Serveis a les Persones, Cohe",3314-Polítiques socials d habi,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   3314 32706   12006,RETRIB.BASIQ.FUNC.TRIENNIS DIN,,2328.64
2017,"3-Serveis a les Persones, Cohe",3314-Polítiques socials d habi,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   3314 32706   12100,RETRIB.COMPL.DESTI.P.FUNCI. DI,,25822.58
2017,"3-Serveis a les Persones, Cohe",3314-Polítiques socials d habi,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   3314 32706   12101,COMPLEMENT ESPECIFIC DINAMIT. ,,62937.87
2017,"3-Serveis a les Persones, Cohe",3314-Polítiques socials d habi,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   3314 32706   12103,RETRIB. ALTRES COMPLEMENTS DIN,,10741.63
2017,"3-Serveis a les Persones, Cohe",3314-Polítiques socials d habi,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   3314 32706   15000,PRODUCTIVITAT DINAMITZACIO COM,,28154.11
2017,"3-Serveis a les Persones, Cohe",3314-Polítiques socials d habi,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   3314 32706   16000,QUOTES SEGURETAT SOCIAL DINAMI,,61842.3
2016,"3-Serveis a les Persones, Cohe",3315-Oficina Capacitats Divers,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,16   3315 32707   12000,RETRIB.BASIQ.FUNC.SOUS GRUP A1,,4584.69
2016,"3-Serveis a les Persones, Cohe",3315-Oficina Capacitats Divers,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,16   3315 32707   12001,RETRIB.BASIQ.FUNC.SOUS GRUP A2,,13220.1
2016,"3-Serveis a les Persones, Cohe",3315-Oficina Capacitats Divers,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,16   3315 32707   12003,RETRIB.BASIQ.FUNC.SOUS GRUP C1,,10338.22
2016,"3-Serveis a les Persones, Cohe",3315-Oficina Capacitats Divers,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,16   3315 32707   12006,RETRIB.BASIQ.FUNC.TRIENNIS OF.,,2616.81
2016,"3-Serveis a les Persones, Cohe",3315-Oficina Capacitats Divers,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,16   3315 32707   12100,RETRIB.COMPL.DESTI.P.FUNCI. OF,,14076.86
2016,"3-Serveis a les Persones, Cohe",3315-Oficina Capacitats Divers,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,16   3315 32707   12101,COMPLEMENT ESPECIFIC OFICINA C,,17861.39
2016,"3-Serveis a les Persones, Cohe",3315-Oficina Capacitats Divers,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,16   3315 32707   12103,RETRIB. ALTRES COMPLEMENTS OF.,,8724.46
2016,"3-Serveis a les Persones, Cohe",3315-Oficina Capacitats Divers,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,16   3315 32707   15000,PRODUCTIVITAT OFICINA CAPACITA,,8417.09
2016,"3-Serveis a les Persones, Cohe",3315-Oficina Capacitats Divers,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,16   3315 32707   16000,QUOTES SEGURETAT SOCIAL OF.CAP,,20377.23
2017,"3-Serveis a les Persones, Cohe",3315-Oficina Capacitats Divers,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   3315 32707   12001,RETRIB.BASIQ.FUNC.SOUS GRUP A2,,19747.11
2017,"3-Serveis a les Persones, Cohe",3315-Oficina Capacitats Divers,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   3315 32707   12003,RETRIB.BASIQ.FUNC.SOUS GRUP C1,,8445.1
2017,"3-Serveis a les Persones, Cohe",3315-Oficina Capacitats Divers,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   3315 32707   12004,RETRIB.BASIQ.FUNC.SOUS GRUP C2,,1037.68
2017,"3-Serveis a les Persones, Cohe",3315-Oficina Capacitats Divers,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   3315 32707   12006,RETRIB.BASIQ.FUNC.TRIENNIS OF.,,2474.61
2017,"3-Serveis a les Persones, Cohe",3315-Oficina Capacitats Divers,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   3315 32707   12100,RETRIB.COMPL.DESTI.P.FUNCI. OF,,14262.67
2017,"3-Serveis a les Persones, Cohe",3315-Oficina Capacitats Divers,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   3315 32707   12101,COMPLEMENT ESPECIFIC OFICINA C,,19784.19
2017,"3-Serveis a les Persones, Cohe",3315-Oficina Capacitats Divers,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   3315 32707   12103,RETRIB. ALTRES COMPLEMENTS OF.,,8185.89
2017,"3-Serveis a les Persones, Cohe",3315-Oficina Capacitats Divers,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   3315 32707   15000,PRODUCTIVITAT OFICINA CAPACITA,,9124.96
2017,"3-Serveis a les Persones, Cohe",3315-Oficina Capacitats Divers,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   3315 32707   16000,QUOTES SEGURETAT SOCIAL OF.CAP,,22507.36
2016,"3-Serveis a les Persones, Cohe",3315-Oficina Capacitats Divers,3-PRODUCCIÓN DE BIENES PÚBLICO,2-DESPESES EN BÉNS CORRENTS I ,16   3315 32707   22602,PUBLICITAT I PROPAGANDA OF.CAP,,2762.43
2016,"3-Serveis a les Persones, Cohe",3315-Oficina Capacitats Divers,3-PRODUCCIÓN DE BIENES PÚBLICO,2-DESPESES EN BÉNS CORRENTS I ,16   3315 32707   22699,ALTR. DESPESES DIVERSES OF.CAP,,14600.05
2016,"3-Serveis a les Persones, Cohe",3315-Oficina Capacitats Divers,3-PRODUCCIÓN DE BIENES PÚBLICO,2-DESPESES EN BÉNS CORRENTS I ,16   3315 32707   22799,ALTRES TREBALLS ALTRES EMP.POL,,5716.31
2017,"3-Serveis a les Persones, Cohe",3315-Oficina Capacitats Divers,3-PRODUCCIÓN DE BIENES PÚBLICO,2-DESPESES EN BÉNS CORRENTS I ,17   3315 32707   22602,PUBLICITAT I PROPAGANDA OF.CAP,,3308.42
2017,"3-Serveis a les Persones, Cohe",3315-Oficina Capacitats Divers,3-PRODUCCIÓN DE BIENES PÚBLICO,2-DESPESES EN BÉNS CORRENTS I ,17   3315 32707   22699,ALTR. DESPESES DIVERSES OF.CAP,,2754.92
2017,"3-Serveis a les Persones, Cohe",3315-Oficina Capacitats Divers,3-PRODUCCIÓN DE BIENES PÚBLICO,2-DESPESES EN BÉNS CORRENTS I ,17   3315 32707   22799,ALTRES TREBALLS ALTRES EMP.POL,,7633.05
2016,"3-Serveis a les Persones, Cohe",3315-Oficina Capacitats Divers,3-PRODUCCIÓN DE BIENES PÚBLICO,4-TRASFERÈNCIES CORRENTS,16   3315 32707   48900,ALTR.TRANSF.SENSE FIN. LUCRE O,,17300
2017,"3-Serveis a les Persones, Cohe",3315-Oficina Capacitats Divers,3-PRODUCCIÓN DE BIENES PÚBLICO,4-TRASFERÈNCIES CORRENTS,17   3315 32707   48900,ALTR.TRANSF.SENSE FIN. LUCRE O,,18400
2017,"3-Serveis a les Persones, Cohe",3315-Oficina Capacitats Divers,3-PRODUCCIÓN DE BIENES PÚBLICO,7-TRANSFERÈNCIES DE CAPITAL,17   3315 32707   77000,APORT. CAPITAL EMPRESES PRIVAD,,15760.2
2012,"3-Serveis a les Persones, Cohe",3412-Hospitals,3-PRODUCCIÓN DE BIENES PÚBLICO,4-TRASFERÈNCIES CORRENTS,12   3412 31205   48900,APORTACIÓ A LA FUNDACIÓ ST. LL,,51085
2013,"3-Serveis a les Persones, Cohe",3412-Hospitals,3-PRODUCCIÓN DE BIENES PÚBLICO,4-TRASFERÈNCIES CORRENTS,13   3412 31204   46700,APORTACIO AL CONSORCI HOSPITAL,,675.16
2014,"3-Serveis a les Persones, Cohe",3412-Hospitals,3-PRODUCCIÓN DE BIENES PÚBLICO,4-TRASFERÈNCIES CORRENTS,14   3412 31204   46700,APORTACIO AL CONSORCI HOSPITAL,,675.16
